Reviews,Ratings
Amazing food and highly attentive service #bruno #seafood The Christmas menu was well designed and delicious. The champ was next levelMore,5.0
"Had an amazing experience at Sole in Dublin. The 3 courses was really good & the service was definitely just as good. I had the special, Dover sole which was deboned in-front of me & also recommended by the Waiter Bruno. #Bruno #SeafoodMore",5.0
"Came for a special birthday dinner with my girlfriend, it did not disapoint! Fresh and delicious seafood! 

Service was spot-on, including a great wine recommendation on wine from Bruno! 

#Seafood #BrunoMore",5.0
"I was taken to Sole for my 30th birthday and it was absolutely amazing. A really incredible meal. All of the ingredients were so fresh! The oysters and crab claws were a personal favourite. 

Our waiter recommended a fantastic wine and the seafood platter wad...one of the best meals I've ever had. #Bruno #seafood.More",5.0
Great food and service. In particular Bruno who was really helpful and friendly and Jain who recommended and made great cocktails.More,5.0
"Amazing food and service well worth a visit , just book to avoid disappointment.  We had three course meal for £72 euro which was great value for money. Restaurant was really nice lived it.More",5.0
"We arrived exactly at our booking time and still had to wait to get our table. Then more wait for the water  and then to place our order. We were obliged to take the Christmas tasting 3 course menu ( in November!) and were not...impressed neither by the chowder nor by the turbot. Only the lobster was ok( but of course you have to pay extra for that)
Our wine was also very bland not fruity which you would expect from a gewurstraminer.
Very heavy food and very noisy atmosphere.
OverratedMore",3.0
"Great atmosphere and amazing seafood.
Recommended for a nice romantic dinner.

#Bruno has been a fantastic master of ceremony of our dinner!More",5.0
"#bruno #seafood
Lovely setting, delicious food and most charming staff. Fish couldn‘t ne any fresher.More",5.0
"#seafood #bruno
We have a wonderful experience at Sole. Food was fantastic, the Xmas menu is beautiful and we had a fantastic time and #bruno was a legend!More",5.0
Francesco made our experience. Good and ambiance was great. He was exceptional! Lobster was so fresh and sweet. Room had great energy.More,5.0
"I can’t recommend sufficiently the restaurant, but I can recommend our waiter, Francesco who was superb, attentive and so kind.More",5.0
"We had a beautiful meal at Sole. Scallops for starter and seabass for main which was fantastic. Our served Francesco was very friendly and attentive and the overall atmosphere was lovely and relaxed, will definitely be back.More",5.0
"Such a lovely meal. Great service from Lucas, great wine and food 
Will definitely return.

Thank you 😊More",5.0
Fabulous service & fabulous food! The experience overall was wonderful and Bruno took amazing care of us during our dinner. #seafood #brunoMore,5.0
"We ate here on Friday and very much enjoyed it, Roger was our server and was so lovely, we had to flag down a few times a drink and also our side dish didn’t come with the meal so we had to ask for it....More",5.0
Love coming back to Sole as you can always be guaranteed great service and amazing food. Thanks to Bruno for doing such an excellent job with serving us! #Bruno #seafoodMore,5.0
"Excellent food and excellent service from Bruno #seafood #bruno. Sea food tower was great, also nice pints of Guinness.More",5.0
We booked Sole for our anniversary and when we arrived the restaurant was full and with a really good buzz however we were sat at a table where you couldn’t really see much. When the table next to us left the staff proceeded to get...More,1.0
"The food was out of this world, I had the scallops for starter and lobster for main and it was delicious, I’m still thinking about it! The restaurant is beautiful, it was our waiter Bruno’s first day and he was so professional and friendly. I...More",5.0
Excellent food & service by Bruno from his first night working. Will def be back again #bruno #seafoodMore,5.0
Seriously good food and top notch service. Thank you to Francesco for making the evening extra special for us. #seafoodMore,5.0
"I was staying in a hotel nearby and was recommended this restaurant. Excellent food, served in a very professional and attentive way. I commend the dedication to service by Lucas and Rogerio. Well done and keep it up.More",5.0
"#Bruno and the team were exceptional. I came as a solo business diner and was not disappointed. The sustenance and libations were sensational, they catered for my every whim and I could not give it higher praise. I’ve just booked for six when I’m back...More",5.0
I came to Sole on a food recommendation and was blown away by the wonderful staff. Lucas and Boki took such good care of us. The cocktails and wine pairings brought out the flavor of our dinner and dessert. They made sure all of our...More,5.0
